Participant ID,/a/ Start,/a/ End,/i/ Start,/i/ End,blue Start,blue End,hard Start,hard End,away Start,away End,egg Start,egg End,lemon Start,lemon End,peter Start,peter End
PT070,0.044,3.665,,,3.69,7.143,7.766,9.598,10.576,13.346,13.843,16.705,17.277,20.224,20.653,22.967
PT071,0.062,2.71,,,3.313,5.37,5.994,7.501,8.308,10.04,10.785,12.958,13.5,15.435,16.045,18.258
PT072,0.063,3.197,,,3.474,5.861,6.422,8.579,9.201,11.389,12.404,14.353,15.252,18.217,18.909,20.65
PT073,0.298,3.048,,,3.857,5.616,6.154,7.647,8.24,9.609,10.623,12.24,12.765,14.573,15.036,16.733
PT074,0.027,3.055,,,4.052,6.736,7.683,9.772,10.953,12.74,13.729,15.457,16.505,19.39,20.438,22.946
PT075,0.091,3.495,,,4.539,6.955,8.039,9.628,11.176,12.797,14.011,15.657,17.033,19.092,20.274,22.115
PT076,0.24,3.672,,,4.751,7.14,8.494,10.682,11.962,14.269,15.284,17.719,18.724,21.544,22.531,24.957
PT077,0.189,4.14,,,4.581,7.318,8.345,10.028,11.31,13.503,14.539,16.485,17.529,20.198,21.191,23.257
PT078,0.037,1.633,,,2.202,4.094,4.645,6.348,7.462,8.922,9.401,11.152,11.388,13.287,13.76,15.615
PT079,0.081,1.516,,,1.621,3.589,3.823,5.285,5.822,7.145,7.682,9.405,9.921,11.607,12.139,14.235
PT080,0.231,3.274,,,3.451,5.924,6.634,8.685,10.261,12.009,12.978,15.584,16.287,18.123,18.411,20.004
PT081,0.075,0.717,,,1.348,4.418,5.507,7.898,9.225,12.084,12.55,15.775,16.864,20.621,22.021,24.468
PT082,0.111,2.644,,,3.628,6.339,6.892,8.618,8.883,11.019,11.538,13.394,13.975,16.343,16.623,18.389
PT083,0.061,1.906,,,2.942,5.521,5.659,7.781,9.175,11.086,11.574,13.558,13.749,15.918,16.161,17.735
PT084,0.147,1.137,,,2.922,5.23,5.781,7.606,8.165,9.867,10.424,13.133,13.898,16.95,17.623,20.744
PT085,0.065,2.715,,,3.047,4.953,5.895,7.836,8.777,10.492,10.902,13.021,13.736,16.102,16.732,18.907
PT086,0.254,1.781,,,2.214,4.398,5.368,6.834,7.563,9.132,9.776,11.58,11.959,14.234,14.619,16.513
PT087,0.28,2.582,,,6.139,10.023,10.646,13.293,14.194,16.276,17.262,19.699,20.801,23.832,24.061,26.075
PT088,0.113,1.993,,,2.282,4.601,4.927,8.501,9.02,10.759,11.301,14.437,14.911,17.319,18.12,20.112
PT089,0.171,3.482,,,4.145,7.624,8.372,12.642,13.252,16.395,17.269,19.821,20.684,24.427,25.291,28.538
PT090,0,3.173,,,3.452,5.86,6.127,7.609,7.87,9.352,9.858,11.136,11.554,13.467,13.694,15.671
PT091,0.135,3.891,,,4.97,7.031,7.578,9.1,10.012,12.63,13.452,15.48,16.268,18.363,19.085,21.935
PT092,0.243,4.444,,,5.153,6.914,8.031,9.49,10.139,11.439,12.239,13.72,14.731,16.576,17.791,19.62
PT093,0.15,1.752,,,2.373,4.855,5.515,7.156,7.887,9.657,10.401,12.404,13.174,15.048,15.98,17.717
PT094,0,1.231,,,1.283,3.582,4.281,5.787,6.474,7.962,8.708,10.396,11.03,12.942,13.711,15.299
PT095,0.173,2.035,,,2.193,4.795,5.444,6.783,7.802,9.224,10.045,12.053,13.034,14.762,15.838,17.343
PT096,0.218,0.897,,,1.366,3.37,3.844,5.216,6.135,7.572,7.86,9.368,9.796,11.557,11.895,13.56
PT097,0,2.672,,,2.876,5.576,6.276,8.252,9.023,11,11.778,13.974,14.696,17.012,17.698,19.429
PT098,0,4.611,,,4.957,7.089,7.599,8.716,9.607,10.956,11.935,13.495,14.441,16.219,17.048,18.452
PT099,0.05,1.731,,,2.562,5.317,6.164,8.636,9.661,12.133,12.77,15.542,16.316,18.95,19.635,22.158
PT100,0.075,2.454,,,3.097,5.617,5.978,7.868,8.652,10.779,11.681,13.927,14.874,17.082,17.866,19.763
PT101,0.394,3.295,,,3.564,5.463,5.935,7.392,7.907,9.419,9.934,11.581,12.065,13.829,14.264,15.758
PT102,0.182,1.747,,,2.869,3.847,4.549,6.433,7.192,9.286,10.197,12.24,12.963,15.933,16.917,19.867
PT103,0.488,1.593,,,2.104,3.851,4.448,5.602,6.155,7.435,7.872,9.335,9.768,11.39,11.813,13.102
PT104,0,5.325,,,6.016,9.276,10.206,12.358,13.351,15.352,,,29.039,30.814,32.524,33.984
PT106,0.279,3.353,,,3.739,5.863,6.804,8.766,9.294,11.329,11.763,13.629,14.435,16.478,16.958,18.492
PT107,0.394,2.933,,,3.554,5.587,6.05,7.648,8.317,9.992,10.161,11.689,12.169,13.938,14.043,16.029
PT108,0.457,3.958,,,4.397,6.854,7.39,9.436,9.861,12.474,12.838,14.69,14.943,17.803,17.921,20.476
PT109,0,2.587,,,3.101,4.563,5.235,6.24,7.185,8.653,9.484,11.416,12.285,14.141,15.106,17.019
PT110,0.448,5.106,,,6.037,8.539,8.669,10.179,10.886,12.573,12.865,15.298,15.928,18.446,19.031,20.925
PT111,0.158,3.152,,,3.551,5.427,5.914,7.115,7.867,9.881,10.23,11.991,12.454,14.396,14.51,16.5
PT112,0.135,1.351,,,1.65,3.785,3.893,5.17,5.722,7.429,7.697,9.501,9.929,11.858,12.426,14.034
PT113,0.251,2.657,,,3.68,5.73,6.389,8.102,9.348,10.919,11.369,13.25,13.626,15.649,16.288,18.385
PT114,14.269,15.838,,,0.07,2.807,3.049,5.011,5.102,7.613,7.716,9.782,9.856,11.83,12.049,13.987
PT115,16.263,19.967,,,0.322,3.078,3.442,5.564,5.716,8.152,8.406,10.885,11.205,13.698,13.909,16.009
PT116,14.659,16.672,,,0.026,2.902,3.188,5.135,5.323,7.172,7.287,9.876,10.034,11.901,12.016,14.458
PT117,18.37,20.2,,,0,3.578,3.874,6.459,6.694,9.368,9.471,13.085,13.469,15.75,16.127,17.964
PT118,11.455,12.403,,,0,1.926,1.989,3.468,3.64,5.206,5.391,6.939,7.134,9.382,9.681,11.156
PT119,9.772,11.232,,,,,0.14,1.574,1.929,3.473,3.656,5.573,5.887,7.73,8.077,9.343
PT120,12.851,15.359,,,0.125,2.554,2.683,4.857,4.901,6.475,6.615,8.75,8.856,11.041,11.097,12.603
PT121,13.228,16.382,,,0.223,2.502,2.693,4.727,4.935,6.813,7.034,8.738,9,11.262,11.333,13.049
PT122,13.351,15.39,,,0.04,2.343,2.454,4.173,4.256,6.262,6.362,8.625,8.72,11.152,11.201,13.156
PT123,,,,,,,0.172,4.306,,,,,,,,
PT124,17.637,20.356,,,0.365,3.809,4.327,6.146,6.553,8.742,9.098,11.332,11.739,14.389,14.67,17.045
PT125,15.777,18.916,,,0.236,2.879,3.381,5.348,5.768,7.942,8.03,10.535,10.597,13.211,13.383,15.688
PT126,15.079,15.729,,,0.196,3.439,3.594,5.555,5.674,8.481,8.589,10.533,10.578,12.7,12.808,14.85
PT127,13.681,15.314,,,0.202,2.514,2.619,4.3,4.366,6.432,6.559,8.765,8.859,11.199,11.404,13.387
PT128,8.678,10.862,,,0.084,1.827,1.96,2.848,3.053,4.273,4.363,5.599,5.674,7.286,7.344,8.505
PT129,10.331,13.366,,,0.104,2.101,2.384,3.594,3.71,5.179,5.266,6.667,6.832,8.599,8.657,10.278
PT130,13.202,13.798,,,0.152,2.825,3.031,4.676,4.736,6.713,6.914,8.841,8.875,11.246,11.291,13.152
PT131,18.509,20.029,,,0.178,3.506,3.926,6.095,6.596,9.983,10.314,13.464,13.67,16.245,16.502,18.318
PT132,12.492,15.831,,,0.286,2.443,2.786,4.389,4.616,6.207,6.538,8.438,8.588,10.454,10.616,12.23
PT133,11.436,12.528,,,0.271,2.134,2.454,3.826,4.127,5.802,5.902,7.645,7.796,9.709,9.845,11.336
PT134,10.463,14.893,,,0.174,2.097,2.408,3.638,3.782,5.174,5.324,6.794,6.938,8.654,8.743,10.101
PT135,13.248,14.528,,,0.112,2.517,2.781,4.379,4.585,6.352,6.648,8.612,8.834,10.984,11.232,13.196
PT136,12.887,15.078,,,0.078,2.701,2.877,4.542,4.763,6.765,6.842,8.729,8.844,10.941,11.117,12.683
PT137,12.683,14.474,,,0.075,2.328,2.433,3.932,3.979,5.731,5.899,7.968,8.073,10.3,10.388,12.542
SJ1001,0.206,3.872,4.753,9.059,10.506,12.437,13.318,14.59,15.907,17.531,18.57,20.38,21.103,22.672,23.441,25.094
SJ1002,0.183,4.074,4.627,9.283,10.471,12.84,13.847,15.48,16.225,18.171,19.329,21.476,22.352,24.519,25.566,27.209
SJ1003,0.351,4.19,4.899,9.219,9.94,12.539,13.441,15.535,16.749,18.928,20.683,23.463,25.279,28.347,29.574,32.51
SJ1004,0.071,3.29,3.968,7.168,7.875,10.543,11.576,13.328,14.538,16.359,17.234,20.946,21.594,23.908,24.261,26.476
SJ2001,0.476,4.989,6.028,10.217,11.46,13.755,14.255,15.547,16.27,17.859,18.489,20.329,20.755,22.604,23.234,25.157
SJ2002,0.146,6.398,7.318,11.609,12.845,14.843,14.941,16.297,16.684,18.184,18.771,20.352,20.505,22.249,22.383,23.694
Sj2003,0.335,5.16,5.875,11.768,12.159,14.454,15.032,16.807,17.346,19.023,19.542,21.219,21.699,23.729,24.257,26.249
SJ2004,0.838,5.854,7.069,12.328,13.626,15.765,17.013,18.631,19.835,21.171,22.321,24.037,24.742,26.632,27.456,29.324
SJ2005,0.074,4.811,5.704,11.208,12.154,13.815,14.355,15.8,16.34,17.694,18.181,19.688,20.147,21.79,22.213,23.441
SJ2006,0.44,6.203,6.684,12.436,14.918,17.63,18.209,19.795,20.527,22.321,22.812,24.815,25.207,27.439,27.733,29.801
SJ2007,0.293,6.63,7.424,13.181,14.656,17.169,18.317,20.261,22.065,24.376,25.7,27.759,29.058,31.545,32.137,34.158
SJ2008,1.087,6.84,7.528,14.493,16.737,19.072,20.244,21.776,22.719,24.506,24.436,27.503,28.522,31.304,32.106,33.906
SJ2009,0.391,5.025,6.077,11.1,11.897,13.92,14.574,16.217,16.918,18.372,19.111,20.831,21.38,23.137,23.564,25.15
SJ2010,0.527,6.989,7.992,12.707,13.219,15.595,16.552,17.98,19.04,20.833,21.688,23.881,24.953,27.43,28.502,30.649
SJ2011,0.245,5.663,6.589,11.375,12.312,15.496,15.684,17.593,18.108,20.565,21.07,23.537,23.947,26.33,26.634,28.915
SJ2012,0.112,5.36,6.536,10.783,12.487,15.26,16.634,18.593,19.098,20.991,21.529,23.476,24.685,26.853,27.402,29.152
SJ2013,0.259,4.061,5.699,9.816,10.92,13.045,14.111,15.656,16.75,18.161,18.599,20.267,21.542,23.906,24.362,26.001
SJ2014,0.153,4.413,5.888,11.313,12.041,13.847,14.06,15.608,16.087,17.6,17.883,19.476,19.831,21.512,21.831,23.45
SJ2015,0.97,3.903,4.907,8.384,9.047,10.965,12.135,13.464,14.615,16.156,17.464,19.152,20.368,22.186,23.402,25.007
